unittitle,function
"Priou, Mathurin",Personne
"Proust, Jacques",Personne
Puychevrier,Personne
Quentin,Personne
Querdisien,Personne
"Querlorec, de ",Personne
Querthon,Personne
Quinault,Personne
Rabiè,Personne
"Raby, Louis",Personne
Racine ,Personne
"Raguienne, de Mareil",Personne
"Rambures, de",Personne
Ranjard,Personne
Rasser ,Personne
"Raucourt, de ",Personne
"Raux, Jeanne",Personne
"Raux, Pierre",Personne
"Ravon, Charles",Personne
"Raymond, Jacques",Personne
"Razer, Madame Thimotée de ",Personne
Réal,Personne
"Réals de Boréal, de",Personne
"Réals de, l’ aîné ",Personne
Régis ,Personne
Regnault de La Sourdière,Personne
Regnier ,Personne
Regnier du Tillet,Personne
"Reich, Georges",Personne
Reix-Desfossés ,Personne
"Renard, Edmé ",Personne
"Renaud, Josué",Personne
"Renault, François",Personne
Renoult,Personne
"Repentigny, de",Personne
"Reveillaud, Antoine",Personne
Reydelet,Personne
"Rhuis, de",Personne
Ricaud,Personne
"Richard, Bertrand dit Raincourt",Personne
"Ricouart, de",Personne
"Rigny, Jean",Personne
"Rivière, Jean",Personne
"Robert, Antoine et Ambroise",Personne
"Robert, André",Personne
"Robinet, Antoine",Personne
"Robion, de, dit Saint Germain ",Personne
Rochard,Personne
"Rochebouet, de",Personne
"Rochechouart, de",Personne
"Rocheleau, Michel",Personne
"Rochemore, de",Personne
"Rode, Jean",Personne
Roma,Personne
Roman,Personne
"Rossel, de ",Personne
"Roturier, Michel, de Blaye",Personne
"Roullet, Jean-Bernard",Personne
"Rousselin, Nicolas",Personne
"Roux, Jean",Personne
"Roux, Marguerite",Personne
"Roy, Jean dit Saint Martin",Personne
Ruffin,Personne
Ruffray,Personne
"Ruis, de",Personne
"Ruis, de ",Personne
"Ruis-Mondion, de",Personne
Rullier,Personne
Ruzé,Personne
Sagon,Personne
Saint-André de Verger,Personne
"Saint-Aubin, de",Personne
"Saint-Clair, de ",Personne
"Saint-Germain, de",Personne
"Saint-Hilaire, de ",Personne
"Saint-Léon, de ",Personne
Saint Mémy,Personne
Saint Sauveur,Personne
"Saint-Ovide, de",Personne
"Saint-Pompin, de",Personne
"Saint-Sauveur-Chambray, de",Personne
"Saint Simon Duchesse,de ",Personne
"Saint-Surin, de ",Personne
"Sainte-Hermine,de",Personne
"Salet, Pierre",Personne
Salinoc,Personne
"Sallet, Suzanne et Julienne dit Salet",Personne
Sandret,Personne
"Sarret, Pierre",Personne
Sarrobert,Personne
"Sarte, de ",Personne
"Sartre de Saint Laurent, de",Personne
"Sarzay,de",Personne
"Saujon,de",Personne
"Saunier, de Bournain",Personne
"Saunier, de Coureaux",Personne
"Sausay, Jean",Personne
"Sauvins, de",Personne
"Savigny, de ",Personne
"Schabol, Roger",Personne
Seguy,Personne
"Selle, de ",Personne
"Senecterre, Marquis de ",Personne
"Sérigny, de",Personne
"Sernom, François dit La Déroute",Personne
"Servacalle, de",Personne
"Sicaud, Etienne",Personne
"Signy, de Villeneuve d’Agenais",Personne
Sigournay,Personne
"Silly, de",Personne
Simon-Lapointe,Personne
Simonet,Personne
Siouret,Personne
"Sorignet, Jean",Personne
Soulaigre de la Boissière,Personne
"Soulard ,veuve",Personne
Soulas,Personne
"Sourlet, Hector",Personne
Souvans,Personne
Stapelton,Personne
"Sulvy, de",Personne
"Suyrot, Cerne",Personne
Sylvecane dit Silvecane,Personne
Taillefer,Personne
"Taillefer, les frères",Personne
Taitboult ,Personne
Talvast du Verger,Personne
"Tatebois, François",Personne
"Tauxier,Gab. Christophe",Personne
Termelier,Personne
Ternière de,Personne
"Terrière, Jean",Personne
"Testard, Guillaume dit Lyonnais",Personne
Tharreau,Personne
Théon de Châteaubardon,Personne
Thiange de,Personne
"Thibaud, René",Personne
"Thibault, Marie-Louise",Personne
"Thibaut, Louis",Personne
Thibergeau de ,Personne
Thieulen,Personne
Thiolère,Personne
Thivas de ,Personne
"Thomas, Mathurin",Personne
Tirel,Personne
Tolvirre,Personne
"Tondu, François dit Beauprè",Personne
"Toulon, François",Personne
"Toureau, Jean dit La Franchise",Personne
Touzay de Cheneteau,Personne
"Touzinat,  Pierre dit Bel-air",Personne
"Touzinat, Pierre dit Bel-air",Personne
Tréniaque de ,Personne
Tresmes de,Personne
Trèves de,Personne
"Tribellay, Claude",Personne
Tublé ,Personne
"Vacherie, Antoine",Personne
"Valade, la nommée",Personne
"Valadon, François",Personne
Valentin de Naux,Personne
Valet de La Touche,Personne
Valette de,Personne
"Vallée,Louis",Personne
Vandambergue  veuve,Personne
Vassal le Père,Personne
Vaudoré de,Personne
Vaudreuil de ,Personne
Vaudreuil de Cavagnol,Personne
"Vaudreuil, Rigaud de",Personne
Vaulxmimars de,Personne
"Vaulxmimars, de",Personne
Vaussay Chevalier de,Personne
Vavasseur,Personne
Velle de,Personne
"Velu, François",Personne
Vendosme-Huet ,Personne
"Venuse,Pierre dit Lapierre alias Veneuse",Personne
Verbois les frères de,Personne
"Vergne, Jean",Personne
Verron,Personne
Vezier de Litardière,Personne
"Vial, Barthélemy",Personne
Viarmes de,Personne
"Viart, Jacques",Personne
Viaud,Personne
"Vibert, Joseph dit Lyonnais",Personne
"Vidal, Jacques",Personne
"Vidal, Madeleine",Personne
"Viè, Pierre",Personne
Villeblanche de,Personne
Villedon de,Personne
"Villers-Fransure,de ",Personne
"Villets-Fransure,de",Personne
Villiers Chevalier de ,Personne
Villiers de l Isle Adam ,Personne
Villiers Jean de  dit Gaillart,Personne
Vimeux Boniface,Personne
Vincelles de,Personne
Violette,Personne
Vivez,Personne
Vivier Paul ,Personne
Vogt Martin,Personne
Volant,Personne
Volland Jacques dit Vaumain ,Personne
"Vrillaud, antoine",Personne
"Weltmuller, André",Personne
"Yves, Nicolas",Personne
Zimmerman Bolloramus,Personne
L'Actif,Bateau
L'Adroit,Bateau
L'Agate,Bateau
L'Agréable,Bateau
L'Aigle,Bateau
L'Aimable,Bateau
L'Alcyon,Bateau
L'Amazone,Bateau
L'Ambitieux,Bateau
L'Amphitrite,Bateau
L'Ange Gabriel,Bateau
L'Annibal,Bateau
L'Apollon,Bateau
L'Aquilon,Bateau
L'Arc-en-Ciel,Bateau
L'Arrogant,Bateau
L'Assuré,Bateau
L'Atalante,Bateau
L'Auguste,Bateau
L'Avenant,Bateau
L'Aventurier,Bateau
L'Eclair,Bateau
L'Ecueil,Bateau
L'Elephant,Bateau
L'Embuscade,Bateau
L'Emeraude,Bateau
L'Emérillon,Bateau
L'Emporté,Bateau
L'Enflammé,Bateau
L'Entreprenante,Bateau
L'Envieux,Bateau
L'Eole,Bateau
L'Espérance,Bateau
L'Espérance d'Angleterre,Bateau
L'Espion,Bateau
L'Etourdi,Bateau
L'Europe,Bateau
L'Européen,Bateau
L'Eveillé,Bateau
L'Excellent,Bateau
L'Hercule,Bateau
L'Héroine,Bateau
L'Illustre,Bateau
L'impertinent,Bateau
L'Impudent,Bateau
L'Inconnu,Bateau
L'Indien,Bateau
L'Indiscret,Bateau
L'Insensé,Bateau
L'Intrépide,Bateau
L'Opniniâtre,Bateau
L'Orgueilleux,Bateau
La Badine,Bateau
La Biscayenne,Bateau
La Bonne-Aventure,Bateau
La Bouffonne,Bateau
La Bretonne,Bateau
La Catherine,Bateau
La Charente,Bateau
La Corneille Bigarrée,Bateau
La Dame Anne,Bateau
La Dieppoise,Bateau
La Diligente,Bateau
La Dissimulée,Bateau
La Favorite,Bateau
La Féconde,Bateau
La Fée,Bateau
La Ferme,Bateau
La Fortune,Bateau
La Friponne,Bateau
La Fronde,Bateau
La Gaillarde,Bateau
La Gironde,Bateau
La Gloutonne,Bateau
La Gracieuse,Bateau
La Jeanne-Cornélie,Bateau
La Jolie,Bateau
La Légère,Bateau
La Loire,Bateau
La Maligne,Bateau
La Marguerite,Bateau
La Marianne,Bateau
La Martiale,Bateau
La Méchante,Bateau
La Naïade,Bateau
La Néréïde,Bateau
La Perle,Bateau
La Pressante,Bateau
La Reale,Bateau
La Renommée,Bateau
La Rochelaise,Bateau
La Sagesse,Bateau
La Salamandre,Bateau
La Seine,Bateau
La Serpente,Bateau
La Sibylle,Bateau
La Sirène,Bateau
La Superbe,Bateau
La Tempête,Bateau
La Thérèse,Bateau
La Thétis,Bateau
La Trompeuse,Bateau
La Ville d'Amsterdam,Bateau
La Ville d'Embden,Bateau
La Ville de Bayonne,Bateau
La Vipère,Bateau
La Voilé,Bateau
La Zéripzée,Bateau
Le Belliqueux,Bateau
Le Bellone,Bateau
Le Bizarre,Bateau
Le Bon,Bateau
Le Bourbon,Bateau
Le Brillant,Bateau
Le Brusque,Bateau
Le Capable,Bateau
Le Chameau,Bateau
Le Chasseur,Bateau
Le Château de Bayonne,Bateau
Le Cheval Marin,Bateau
Le Coche,Bateau
Le Comfort,Bateau
Le Corossol,Bateau
Le Courageux,Bateau
Le Courtin,Bateau
Le Courtisan,Bateau
Le Croissant,Bateau
Le Cygne Blanc,Bateau
Le Dauphin,Bateau
Le Diamant,Bateau
Le Dragon,Bateau
Le Dromadaire,Bateau
Le Fanfaron,Bateau
Le Faucon,Bateau
Le Favori,Bateau
Le Fendant,Bateau
Le Fier,Bateau
Le Fleuron,Bateau
Le Fort,Bateau
Le Fortuné,Bateau
Le Fougueux,Bateau
Le Fourbe,Bateau
Le Fourgon,Bateau
Le François,Bateau
Le Fulminant,Bateau
Le Gaillard,Bateau
Le Glorieux,Bateau
Le Grand,Bateau
Le Hardi,Bateau
Le Hasardeux,Bateau
Le Henri,Bateau
Le Jersey,Bateau
Le Joli,Bateau
Le Jules,Bateau
Le Juste,Bateau
Le Laurier,Bateau
Le Léger,Bateau
Le Lion,Bateau
Le Loyal Jacques,Bateau
Le Loyal Royal,Bateau
Le Lutin,Bateau
Le Magnifique,Bateau
Le Marin,Bateau
Le Maupeou,Bateau
Le Maure,Bateau
Le Medembleck,Bateau
Le Mercure,Bateau
Le Mignon,Bateau
Le Modéré,Bateau
Le Neptune,Bateau
Le Nieuport,Bateau
Le Palmier,Bateau
Le Pelican,Bateau
Le Phénix,Bateau
Le Poli,Bateau
Le Pont d'Or,Bateau
Le Pontchartrain,Bateau
Le Précieux,Bateau
Le Prince,Bateau
Le Prince de Frise,Bateau
Le Profond,Bateau
Le Prophète Elie,Bateau
Le Roi Charles,Bateau
Le Royal Loyal,Bateau
Le Rubin,Bateau
Le Sage,Bateau
Le Saint-Augustin,Bateau
Le Saint-Cosme,Bateau
Le Saint-Esprit,Bateau
Le Saint-François,Bateau
Le Saint-Jacques,Bateau
Le Saint-Jean,Bateau
Le Saint-Joseph,Bateau
Le Saint-Louis,Bateau
Le Saint-Sébastien,Bateau
Le Séditieux,Bateau
Le Serpent,Bateau
Le Soleil d'Afrique,Bateau
Le Solide,Bateau
Le Souverain,Bateau
Le Surprenant,Bateau
Le Téméraire,Bateau
Le Tigre,Bateau
Le Trident,Bateau
Le Triton,Bateau
Le Trompeur,Bateau
Le Vaillant,Bateau
Le Vermandois,Bateau
Le Victorieux,Bateau
Le Vigilant,Bateau
Le Violent,Bateau
Le Wesp,Bateau
Les Armes de Stade,Bateau
Les Jeux,Bateau
Les Trois Frères,Bateau
"Africain, le vaisseau l'",Bateau
"Aigle, la frégate l'",Bateau
"Aimable, le vaisseau l'",Bateau
"Alcyon, la frégate l'",Bateau
"Amazone, le vaisseau l'",Bateau
"Ambitieux, le vaisseau l'",Bateau
"Andromède, la frégate l'",Bateau
"Apollon, le vaisseau l'",Bateau
"Aquilon, le vaisseau l'",Bateau
"Archiduc, l'",Bateau
"Arrogant, le vaisseau l'",Bateau
"Atalante, la frégate l'",Bateau
"Auguste, le vaisseau l'",Bateau
"Aurore, la frégate l'",Bateau
"Avenant, le vaisseau l'",Bateau
"Badine, la frégage la",Bateau
"Bellone, la frégate la",Bateau
"Benjamin, le vaisseau le",Bateau
"Biche, la frégate la",Bateau
"Bien-Aimée, la frégate la",Bateau
"Bonne, la frégate la",Bateau
"Bourbon, le vaisseau le",Bateau
"Brave, le vaisseau le",Bateau
"Brillant, le vaisseau le",Bateau
"Capable, le vaisseau le",Bateau
"Catherine, la flûte la",Bateau
"Cavalier, de Flessingue, la frégate le",Bateau
"Cerf, la flûte le",Bateau
"Charente, la flûte la",Bateau
"Colombe, la flûte la",Bateau
"Concorde, la flûte la",Bateau
"Courtisan, le vaisseau le",Bateau
"Cowentry, le vaisseau le",Bateau
"Croissant, la frégate le",Bateau
"Cygne, la flûte le",Bateau
"Dangereux, le vaisseau le",Bateau
"Dauphin, la frégate le",Bateau
"Diane, la frégate la",Bateau
"Diligente, la frégate la",Bateau
"Dragon, le vaisseau le",Bateau
"Duc de Bretagne, le vaisseau le, de 36 canons",Bateau
"Eclair, l'",Bateau
"Eclatant, l'",Bateau
"Ecole, le vaisseau l'",Bateau
"Eléphant, la flûte l'",Bateau
"Emporté, le vaisseau l'",Bateau
"Enflammé, le vaisseau l'",Bateau
"Entendu, le vaisseau l'",Bateau
"Entreprenante, l'",Bateau
"Eveillé, l'",Bateau
"Excellet, le vaisseau l'",Bateau
"Faucon Anglais, le vaisseau le",Bateau
"Fier, le vaisseau le",Bateau
"Flessingoise, la frégate la",Bateau
"Florissant, le, de La Rochelle",Bateau
"Forbane, la frégate la",Bateau
"Fouet, la frégate le",Bateau
"Fourbe, le",Bateau
"François, le vaisseau le",Bateau
"Françoise, la flûte la",Bateau
"Frontenac, le",Bateau
"Fulminant, le vaisseau le",Bateau
"Gaillard, le vaisseau le",Bateau
"Gaillarde, la frégate la",Bateau
"Gentille, frégate de Dieppe",Bateau
"Glorieux, le vaisseau le",Bateau
"Gloutonne, la flûte la",Bateau
"Grand, le vaisseau le",Bateau
"Hardi, le vaisseau le",Bateau
"Hasardeux, le vaisseau le",Bateau
"Henri, le vaisseau le",Bateau
"Hercule, la frégate l'",Bateau
"Hermione, la frégate l'",Bateau
"Héroïne, la frégate l'",Bateau
"Héros, le vaisseau le",Bateau
"Heureuse, la flûte l'",Bateau
"Heureux, le vaisseau l'",Bateau
"Hirondelle, l'",Bateau
"Indien, le vaisseau l'",Bateau
"Intrépide, le vaisseau l'",Bateau
"Jeanne-Cornélie, la flûte la",Bateau
"Jolie, la frégate la",Bateau
"Juste, le vaisseau le",Bateau
"Justice, la flûte la",Bateau
"Licorne, la",Bateau
"Loire, la flûte la",Bateau
"Magnifique, le vaisseau le",Bateau
"Marchand, la flûte le",Bateau
"Maréchal de France, le",Bateau
"Maréchal, la flûte le",Bateau
"Marin, la frégate le",Bateau
"Maurepas, le vaisseau le",Bateau
"Mercure, le vaisseau le",Bateau
"Mississipienne, la flûte la",Bateau
"Mutine, la frégate la",Bateau
"Naïade, la frégate la",Bateau
"Neptune, la frégate le",Bateau
"Néréïde, la frégate la",Bateau
"Nieuport, la frégate le",Bateau
Notre Dame de Joncai,Bateau
"Oiseau, la frégate l'",Bateau
"Opiniâtre, le vaisseau l'",Bateau
"Oriflamme, le vaisseau l'",Bateau
"Ours, le ponton l'",Bateau
"Palmier, la frégate le",Bateau
"Pélican, le vaisseau le",Bateau
"Phelypeaux, le",Bateau
"Phénix, le vaisseau le ",Bateau
"Plie Dorée, la flûte la",Bateau
"Poli, le vaisseau le",Bateau
"Pontchartrain, le vaisseau le",Bateau
"Portefaix, la flûte le",Bateau
"Prince de Frise, le vaisseau le",Bateau
"Prince, le vaisseau le",Bateau
"Princesse, la, vaisseau de Stockholm",Bateau
"Profond, la flûte le",Bateau
"Providence, la flûte la",Bateau
"Puits de Jacob, la flûte le",Bateau
"Rachel, la",Bateau
"Renommée, la frégate la",Bateau
"Royal-Louis, le vaisseau le",Bateau
"Ruisselant, le",Bateau
"Rusland, la flûte le",Bateau
"Sage, le vaisseau le",Bateau
"Saint-Antoine de Padoue, le",Bateau
"Saint-Esprit, le vaisseau le",Bateau
"Saint-François, le vaisseau le",Bateau
"Saint-Jean Baptiste, la flûte le",Bateau
"Saint-Jean de la Chine, le",Bateau
"Saint-Jean, le vaisseau le",Bateau
"Saint-Michel, le vaisseau le",Bateau
"Saint-Paul d'Ostende, le",Bateau
"Saint-Paul, la frégate le",Bateau
"Salisbury, le vaisseau le",Bateau
"Seine, la flûte la",Bateau
"Sibylle, la frégate la",Bateau
"Sirène, la frégate la",Bateau
"Sphère, la flûte la",Bateau
"Thétis, la frégate la",Bateau
"Timothée, la flûte le",Bateau
"Triton, le vaisseau le",Bateau
"Turquoise, la flûte la",Bateau
"Vénus, la frégate la",Bateau
"Vermandois, le vaisseau le",Bateau
"Victorieux, le vaisseau le",Bateau
"Wesp, la frégate le",Bateau
"Zéripzée, le vaisseau le",Bateau
"Alcyon, le vaisseau l'",Bateau
"Amphitrite, le vaisseau l'",Bateau
"Atlas, la flûte l'",Bateau
"Bellone, la frégate l'",Bateau
"Branche d'Olivier, la flûte la",Bateau
"Brave, le",Bateau
"Cavalier de Flessingue, la frégate le",Bateau
"Constant, le vaisseau le",Bateau
"Dromadaire, la flûte le",Bateau
"Eléphant, l'",Bateau
"Elisabeth, la flûte l'",Bateau
"Fendant, le vaisseau le",Bateau
"Général Cohorn, le",Bateau
"Gloutonne, la",Bateau
"Grand, vaisseau le",Bateau
"Hollande, la flûte la",Bateau
"Licorne, la flûte la",Bateau
"Magnanime, le vaisseau le",Bateau
"Maréchal de France, la flûte le",Bateau
"Marin, le vaisseau le",Bateau
"Médemblick, le vaisseau le",Bateau
"Milfort, la frégate le",Bateau
"Néréide, la frégate la",Bateau
"Pélican, le",Bateau
"Phénix, le vaisseau le",Bateau
"Philippe V, le vaisseau",Bateau
"Pompeux, le vaisseau le",Bateau
"Prince Alexandre, la pinasse le",Bateau
"Royal Louis, le vaisseau le",Bateau
"Saint-Hubert, le vaisseau le",Bateau
"Sainte-Anne, la",Bateau
"Soucy, la frégate le",Bateau
"Suzanne, la flûte la",Bateau
"Vigilant, le vaisseau le",Bateau
"Vigilante, la frégate la",Bateau
"Wesp, le vaisseau le",Bateau
"Christine, la flûte la",Bateau
"Duc de Vendôme, la flûte le",Bateau
"Fidèle, le vaisseau le",Bateau
"Ludlow, la frégate le",Bateau
"Saint-Jean, le",Bateau
"Triomphant, le vaisseau le",Bateau
"Badine, la frégate l'",Bateau
"Comte de Gacé, le",Bateau
"Fulminant, le",Bateau
"Médée, la frégate la",Bateau
"Neptune, le vaisseau le",Bateau
"Opiniâtre, le vaisseau le",Bateau
"Saemslack, le vaisseau le",Bateau
"Victorieux, le",Bateau
"Ville de Hambourg, le vaisseau la",Bateau
"Biche, la frégate l'",Bateau
"Cousine Marie, la flûte la",Bateau
"Dauphin Royal, le",Bateau
"Phelypeaux, le vaisseau le",Bateau
"Reine des Anges, la",Bateau
"Amazone, la frégate l'",Bateau
"Bon, le vaisseau le",Bateau
"Danican, le",Bateau
"Ferme, le vaisseau le",Bateau
"Levrette, la",Bateau
"Saint-Paul, la flûte ",Bateau
"Sirène, la",Bateau
"Snagh, le navire hollandais le",Bateau
"Subtile, la frégate la",Bateau
"Valeur, la frégate la",Bateau
"Agathe, la corvette l'",Bateau
"Catherine, la",Bateau
"Espérance, traversier l'",Bateau
"Etoile, la corvette l'",Bateau
"Marie-Suzanne, la",Bateau
"Maure, le",Bateau
"Nicolas-François, le",Bateau
"Nymphe, la frégate la",Bateau
"Saint-François, le",Bateau
"Superbe, le vaisseau le",Bateau
"Etoile du Matin, l'",Bateau
"Hampton, la flûte l'",Bateau
"Heureux, l'",Bateau
"Mignon, le vaisseau le",Bateau
"Mignonne, la frégate la",Bateau
"Oiseau, l'",Bateau
"Vierge de Grâce, la",Bateau
"Appolon, le vaisseau l'",Bateau
"Demoiselle Anne, la",Bateau
"Marie-Françoise, la frégate la",Bateau
"Petit Atlas, le",Bateau
"Royal Dauphin, le ",Bateau
"Saint-Antoine, le ",Bateau
"Victoire, la frégate la",Bateau
"Ester, l'",Bateau
"François d'Assise, le",Bateau
"Saint-Jean-Baptiste, le ",Bateau
"Victoire Heureuse, la",Bateau
"Amitié, le vaisseau l'",Bateau
"Grand Alexandre, le",Bateau
"Africain,l",Bateau
"Agathe,l'",Bateau
"Aigle,l'",Bateau
"Aimable,l'",Bateau
"Amphitrite,l'",Bateau
"Apollon,le vaisseau l'",Bateau
"Atalante,l",Bateau
"Aurore,la frégate l'",Bateau
"Baron de la Fauche,le navire le",Bateau
"Bellone,la frégate",Bateau
"Brutal,le vaisseau le",Bateau
"Cavalier,le",Bateau
"Chancelier,le",Bateau
"Charente,la flûte la ",Bateau
"Chasseur,le vaisseau le",Bateau
"Cheval volant,le",Bateau
"Constant,le vaisseau le",Bateau
"Cowentry,le",Bateau
"Cygne,la flûte le",Bateau
"Dame Clasina,la",Bateau
"Deux frères,les",Bateau
"Découverte,la",Bateau
"Demoiselle Marie,le vaisseau la",Bateau
"Diane,la frégate la",Bateau
"Dragon,le brûlot le",Bateau
"Duchesse de Berry,la frégate la",Bateau
"Eclair,l'",Bateau
"Elisabeth,la flûte l'",Bateau
"Entreprise,l'",Bateau
"Etoile,la corvette l'",Bateau
"Fidèle,le vaisseau le",Bateau
"Fortune de Hambourg,la",Bateau
"François,le vaisseau le",Bateau
"François d'Assise,le vaisseau le",Bateau
"Fulminant,le vaisseau le",Bateau
"Gaillarde,la frégate la",Bateau
"Galant,le vaisseau le",Bateau
"Galante,le ponton la",Bateau
"Galathée,la",Bateau
"Grand Alexandre,le",Bateau
"Grande Bretagne,la",Bateau
"Griffon,le",Bateau
"Hampton,la flûte la",Bateau
"Hermione,la frègate l'",Bateau
